"original_text","review_text","label","score"
"Eastern Region. We will empower this Ministry with a broader charter and non-lapsable funds for the rapid development of the region. BJP will: (cid:1) put special emphasis on enhancing the connectivity within the region and to the rest of the country. There will be special emphasis on massive infrastructure development, especially along the Line of Actual Control in Arunachal Pradesh and Sikkim. (cid:1) address the issue of Flood control in Assam and river water management. (cid:1) nurture more job generating opportunities like tourism and IT industry. (cid:1) address the issue of infiltration and illegal immigrants in the Northeast region on a priority basis. This will include clear policy directions and effective control at the ground level. (cid:1) complete all pending fencing work along the India-Bangladesh and India-Myanmar border, stepping up border security. (cid:1) take measures for the safety of North-Eastern students studying across the country including setting up Hostels for North-Eastern students at various educational centres. (cid:1) deal with Insurgent groups with a firm hand. Jammu and Kashmir: Jammu and Kashmir was, is and shall remain an integral part of the Union of India. The territorial integrity of India is inviolable. BJP will pursue an agenda of equal and rapid development in all the three regions of the state - Jammu, Kashmir and Ladakh. (cid:1) The return of Kashmiri Pandits to the land of their ancestors with full dignity, security and assured livelihood will figure high on the BJP's agenda. (cid:1) The long pending problems and demands of refugees from Pakistan Occupied Kashmir (POK) will be addressed. (cid:1) BJP reiterates its stand on the Article 370, and will discuss this with all stakeholders and remains committed to the abrogation of this article. (cid:1) All steps will be taken to provide good governance, better infrastructure, educational opportunities, healthcare and more job opportunities, leading to a better quality of life in the valley. Seemandhra and Telangana: BJP is committed to do full justice to Seemandhra, and address the 8","The long pending problems and demands of refugees from Pakistan Occupied Kashmir (POK) will be addressed.","1","100"
"Eastern Region. We will empower this Ministry with a broader charter and non-lapsable funds for the rapid development of the region. BJP will: (cid:1) put special emphasis on enhancing the connectivity within the region and to the rest of the country. There will be special emphasis on massive infrastructure development, especially along the Line of Actual Control in Arunachal Pradesh and Sikkim. (cid:1) address the issue of Flood control in Assam and river water management. (cid:1) nurture more job generating opportunities like tourism and IT industry. (cid:1) address the issue of infiltration and illegal immigrants in the Northeast region on a priority basis. This will include clear policy directions and effective control at the ground level. (cid:1) complete all pending fencing work along the India-Bangladesh and India-Myanmar border, stepping up border security. (cid:1) take measures for the safety of North-Eastern students studying across the country including setting up Hostels for North-Eastern students at various educational centres. (cid:1) deal with Insurgent groups with a firm hand. Jammu and Kashmir: Jammu and Kashmir was, is and shall remain an integral part of the Union of India. The territorial integrity of India is inviolable. BJP will pursue an agenda of equal and rapid development in all the three regions of the state - Jammu, Kashmir and Ladakh. (cid:1) The return of Kashmiri Pandits to the land of their ancestors with full dignity, security and assured livelihood will figure high on the BJP's agenda. (cid:1) The long pending problems and demands of refugees from Pakistan Occupied Kashmir (POK) will be addressed. (cid:1) BJP reiterates its stand on the Article 370, and will discuss this with all stakeholders and remains committed to the abrogation of this article. (cid:1) All steps will be taken to provide good governance, better infrastructure, educational opportunities, healthcare and more job opportunities, leading to a better quality of life in the valley. Seemandhra and Telangana: BJP is committed to do full justice to Seemandhra, and address the 8","BJP reiterates its stand on the Article 370, and will discuss this with all stakeholders and remains committed to the abrogation of this article.","1","100"
"Eastern Region. We will empower this Ministry with a broader charter and non-lapsable funds for the rapid development of the region. BJP will: (cid:1) put special emphasis on enhancing the connectivity within the region and to the rest of the country. There will be special emphasis on massive infrastructure development, especially along the Line of Actual Control in Arunachal Pradesh and Sikkim. (cid:1) address the issue of Flood control in Assam and river water management. (cid:1) nurture more job generating opportunities like tourism and IT industry. (cid:1) address the issue of infiltration and illegal immigrants in the Northeast region on a priority basis. This will include clear policy directions and effective control at the ground level. (cid:1) complete all pending fencing work along the India-Bangladesh and India-Myanmar border, stepping up border security. (cid:1) take measures for the safety of North-Eastern students studying across the country including setting up Hostels for North-Eastern students at various educational centres. (cid:1) deal with Insurgent groups with a firm hand. Jammu and Kashmir: Jammu and Kashmir was, is and shall remain an integral part of the Union of India. The territorial integrity of India is inviolable. BJP will pursue an agenda of equal and rapid development in all the three regions of the state - Jammu, Kashmir and Ladakh. (cid:1) The return of Kashmiri Pandits to the land of their ancestors with full dignity, security and assured livelihood will figure high on the BJP's agenda. (cid:1) The long pending problems and demands of refugees from Pakistan Occupied Kashmir (POK) will be addressed. (cid:1) BJP reiterates its stand on the Article 370, and will discuss this with all stakeholders and remains committed to the abrogation of this article. (cid:1) All steps will be taken to provide good governance, better infrastructure, educational opportunities, healthcare and more job opportunities, leading to a better quality of life in the valley. Seemandhra and Telangana: BJP is committed to do full justice to Seemandhra, and address the 8","Seemandhra and Telangana: BJP is committed to do full justice to Seemandhra, and address the issues of development and governance of Seemandhra and Telangana.","2","97"
"We will make them the active drivers of development rather than mere passive recipients. (cid:1) People's Engagement: Through Pro-active, Pro-people Good Governance, we will ensure the Government itself directly reaches out to the people, especially the weak and marginalized sections of society.","People's Participation: Our developmental process will be a people's movement - of Jan bhagidari. We will make them the active drivers of development rather than mere passive recipients. ---- People's Engagement: Through Pro-active, Pro-people Good Governance, we will ensure the Government itself directly reaches out to the people, especially the weak and marginalized sections of society. --- We will further evolve the Public Private Partnership (PPP) model into a People-Public-Private Partnership (PPPP) model. --- We will actively involve people in policy formulation and evaluation through various platforms. ---","0","99"
"(cid:1) We will further evolve the Public Private Partnership (PPP) model into a People-Public-Private Partnership (PPPP) model. (cid:1) BJP is committed to strengthen self-Governance at the local level and we will empower Panchayati Raj Institutions with extensive devolution of the 3 Fs - Functions, Functionaries and Funds. (cid:1) Good performers amongst the Panchayats will be rewarded with additional developmental grants. (cid:1) Strengthen the institution of the Gram Sabha, respecting their inputs and initiatives for development process.","BJP is committed to strengthen self-Governance at the local level and we will empower Panchayati Raj Institutions with extensive devolution of the 3 Fs - Functions, Functionaries and Funds. --- Good performers amongst the Panchayats will be rewarded with additional developmental grants. ---- Strengthen the institution of the Gram Sabha, respecting their inputs and initiatives for development process. ---","2","100"
"(cid:1) We will encourage Openness in the Government, involving all stakeholders in the decision-making processes. 9","We will encourage Openness in the Government, involving all stakeholders in the decision-making processes.","0","100"
"and empower them to take advantage of the development process. We will make an effort that government withdraws from those services which could be done by others and devote that extra time, money and energy for social sectors, particularly for development of the weaker sections. And a common thread will run across all our ideas and initiatives. This common thread is the wire and wave of Technology - maximum application of technology for making governance easy, economical and effective. Social Security - A Caring Government, Passionate Society India has always been a caring society. It is in our culture to help the aged, the weak and the helpless. We have to retain this. We have to educate our younger generations about this. The social security schemes of the Governments have to be made more meaningful. Our aspirations get frustrated when we encounter a weak social infrastructure. We need it on a daily basis. Children - the Future of the Nation ""There can be no keener revelation of a society's soul than the way in which it treats its children"" - Nelson Mandela Indicators related to children welfare are an indicator of the progress of the nation, be it health, education or safety of children. Under the UPA rule, the same has not been given its due weightage. BJP is committed to address the issues related to children, like malnutrition and under-nutrition, problem of child labour, child-trafficking and missing children, sexual abuse, school dropouts and the increasing crime rate among juveniles. BJP will take the following steps to ensure survival, development, participation and protection of children: (cid:1) Lay special emphasis on vulnerable children and especially those belonging to the vulnerable communities like SCs, STs, OBCs, migrants, slum dwellers, street dwellers and those with disabilities. (cid:1) Ensure effective implementation of the Right to Education, Right to Food Security Act. (cid:1) Review, amend and strengthen the Child and Adolescent Labour (Prohibition and Regulation) Act, 2012 and Integrated Child Protection Scheme (ICPS). (cid:1) Focused efforts will be made to address issue of anaemia. (cid:1) Reduce the burden of books on children without compromising on the quality of education. (cid:1) Endeavour to inculcate values amongst children. Senior Citizens","Every effort will be made to meet the development aspirations of the people and make the Government agencies accountable to the citizens.","0","81"
"people and make the Government agencies accountable to the citizens. We will set-up an effective Lokpal institution. Corruption at any level will be dealt with firmly and swiftly. From birth certificate to school admission, from setting up business to paying of taxes, our present","We will set-up an effective Lokpal institution.","0","100"
"people and make the Government agencies accountable to the citizens. We will set-up an effective Lokpal institution. Corruption at any level will be dealt with firmly and swiftly. From birth certificate to school admission, from setting up business to paying of taxes, our present","Corruption at any level will be dealt with firmly and swiftly.","2","100"
"We will: (cid:1) Ensure that the young, and the girl child in particular get education and jobs without discrimination. (cid:1) Strengthen and modernize minority educational systems and institutions; dovetailing them with modern requirements. National Madrasa modernization programme would be initiated. (cid:1) Empower with vibrancy in Livelihood and Entrepreneurial opportunities. (cid:1) Augment their traditional artisanship and entrepreneurial skill, which are a backbone of our cottage and small-scale industry - strengthening these sectors through better market linkages, branding and access to credit. (cid:1) Empower Waqf Boards in consultation with religious leaders; taking steps to remove encroachments from and unauthorized occupation of Waqf properties. (cid:1) Curate their rich heritage and culture - maintenance and restoration of heritage sites; digitization of archives; preservation and promotion of Urdu. (cid:1) Ensure a peaceful and secure environment, where there is no place for either the perpetrators or exploiters of fear. (cid:1) Facilitate the setting up of a permanent Inter-faith Consultative mechanism to promote harmony and trust, under the auspices of religious leaders. Neo-Middle Class - Meet their Aspirations India has a large middle class with immense understanding, talent and purchasing power. In addition, a whole new class has emerged. Those who have risen from the category of poor and are yet to stabilize in the middle class, the 'neo middle class'. This class needs proactive handholding. Having moved out of poverty, their aspirations have increased. They want amenities and services of a certain standard. They thus now feel that Government facilities and services are not up to the mark, and hence resort to the private sector for things like education, health and transport. This is obviously costly, putting the neo middle class into a daily dilemma. As more and more people move into this category, 17","Open up Government to draw expertise from the industry, academia and society into the services. ---Open up government to draw expertise from the industry, academia and society. ----","0","74"
"We will establish a system, which eliminates the scope for corruption. We will do this through: (cid:1) public awareness (cid:1) technology enabled e-Governance - minimizing the discretion in the citizen-government interface. (cid:1) system-based, policy-driven governance - making it transparent. (cid:1) rationalization and simplification of the tax regime - which is currently repulsive for honest tax payers. (cid:1) simplification of the processes and procedures at all levels - bestowing faith in the citizens, institutions and establishments. Black Money By minimizing the scope for corruption, we will ensure minimization of the generation of black money. BJP is committed to initiate the process of tracking down and bringing back black money stashed in","policy-driven","0","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","time-bound delivery","2","81"
"and empower them to take advantage of the development process. We will make an effort that government withdraws from those services which could be done by others and devote that extra time, money and energy for social sectors, particularly for development of the weaker sections. And a common thread will run across all our ideas and initiatives. This common thread is the wire and wave of Technology - maximum application of technology for making governance easy, economical and effective. Social Security - A Caring Government, Passionate Society India has always been a caring society. It is in our culture to help the aged, the weak and the helpless. We have to retain this. We have to educate our younger generations about this. The social security schemes of the Governments have to be made more meaningful. Our aspirations get frustrated when we encounter a weak social infrastructure. We need it on a daily basis. Children - the Future of the Nation ""There can be no keener revelation of a society's soul than the way in which it treats its children"" - Nelson Mandela Indicators related to children welfare are an indicator of the progress of the nation, be it health, education or safety of children. Under the UPA rule, the same has not been given its due weightage. BJP is committed to address the issues related to children, like malnutrition and under-nutrition, problem of child labour, child-trafficking and missing children, sexual abuse, school dropouts and the increasing crime rate among juveniles. BJP will take the following steps to ensure survival, development, participation and protection of children: (cid:1) Lay special emphasis on vulnerable children and especially those belonging to the vulnerable communities like SCs, STs, OBCs, migrants, slum dwellers, street dwellers and those with disabilities. (cid:1) Ensure effective implementation of the Right to Education, Right to Food Security Act. (cid:1) Review, amend and strengthen the Child and Adolescent Labour (Prohibition and Regulation) Act, 2012 and Integrated Child Protection Scheme (ICPS). (cid:1) Focused efforts will be made to address issue of anaemia. (cid:1) Reduce the burden of books on children without compromising on the quality of education. (cid:1) Endeavour to inculcate values amongst children. Senior Citizens","Minimum government-maximum governance","2","88"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","Focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area.","0","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","Leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism.","0","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","Generate IT based jobs in rural and semi-urban areas.","2","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","Make technology enabled products affordable for students. Use technology to reduce the burden of books on children. Make all institutions and schools enabled in a phased manner. Digital learning and training to be used extensively.","1","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc.","0","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","Initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide.","0","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","Promote e-Bhasha - National Mission for the promotion of IT in Indian Languages.","2","100"
"We will: (cid:1) focus on increasing the penetration and usage of broadband across the country. Deployment of broadband in every village would be a thrust area. (cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism. (cid:1) generate IT based jobs in rural and semi-urban areas. (cid:1) make technology enabled products affordable for students. (cid:1) use technology to reduce the burden of books on children. Make all institutions and schools e- enabled in a phased manner. Digital learning and training to be used extensively. (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc. (cid:1) initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats. The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide. (cid:1) promote e-Bhasha - National Mission for the promotion of IT in Indian Languages. (cid:1) focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development. 11","Focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development.","0","100"
"To ensure drinking water security to all. We will: (cid:1) Encourage setting up of drinking water supply grid in water scarce areas. (cid:1) Promote decentralized, demand-driven, community-managed water resource management, water supply and environmental sanitation. (cid:1) Facilitate piped water to all households. Energy - Generate More, Use Rationally, Waste Less BJP realizes the need to focus on generation and distribution of power as a national security issue, so that the growth is not negatively impacted due to supply issues in the energy sector. The overarching goal of energy security is to ensure affordable energy for various consumer segments. Steps will be taken to avoid over- dependence on any one fuel and ensure supplier diversity, to avoid reliance on one supplier, country and developing indigenous capacities to meet the emerging needs. BJP will: (cid:1) Come out with a responsible and comprehensive 'National Energy Policy'. (cid:1) Focus on development of energy infrastructure, human resource development and upgradation of technology. (cid:1) Take steps to maximize the potential of oil, gas, hydel power, ocean, wind, coal and nuclear sources. BJP considers energy efficiency and conservation crucial to energy security. (cid:1) Set up small-hydro power generation projects to harness the hydropower that is not being used at the moment. Small projects can be set up with local support and without displacement of the local population. (cid:1) Take Steps to increase the domestic coal exploration and production, to bridge the demand and supply gap. Oil and gas explorations would also be expedited in the country. This will also help to reduce the import bill. (cid:1) Give a thrust to renewable sources of energy as an important component of India's energy mix. (cid:1) Expand and strengthen the national solar mission. Science and Technology - India Innovates and India Leads India has been a knowledge economy and has been a leader in science and technology from the ancient times. India now needs policies and programs to reclaim its global leadership position in science and technology. BJP recognizes the need to create an ecosystem for fundamental research and innovation, keeping the objective of science with a human face in the service of the common man. Science and technology has enormous potential to bridge the disparities between the urban and rural India, rich and poor. Scientific education and technology needs to be encouraged, promoted, practiced and leveraged with renewed vision and vigour. BJP recognizes the central role of science and technology in raising the quality of life of the people of the country, particularly of the disadvantaged sections of society in creating wealth for all, in making India globally competitive, in utilizing natural resources in a sustainable manner, in protecting the","Use technology to reduce Transmission and distribution losses.","2","80"
"We will: (cid:1) accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies, opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary. (cid:1) initiate a mission mode project for filling the vacancies in the judiciary and for doubling the number of courts and judges in the subordinate judiciary. (cid:1) set up a National Judicial Commission for the appointment of judges in higher judiciary. (cid:1) create a fund for modernization of courts to improve the operational efficiency of courts. (cid:1) set up a separate class of courts for cases involving specified commercial laws which fast track the litigation process. (cid:1) reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject. 12","Accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies Opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary.","0","100"
"We will: (cid:1) accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies, opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary. (cid:1) initiate a mission mode project for filling the vacancies in the judiciary and for doubling the number of courts and judges in the subordinate judiciary. (cid:1) set up a National Judicial Commission for the appointment of judges in higher judiciary. (cid:1) create a fund for modernization of courts to improve the operational efficiency of courts. (cid:1) set up a separate class of courts for cases involving specified commercial laws which fast track the litigation process. (cid:1) reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject. 12","Initiate a mission mode project for filling the vacancies in the judiciary and for doubling the number of courts and judges in the subordinate judiciary.","1","100"
"We will: (cid:1) accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies, opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary. (cid:1) initiate a mission mode project for filling the vacancies in the judiciary and for doubling the number of courts and judges in the subordinate judiciary. (cid:1) set up a National Judicial Commission for the appointment of judges in higher judiciary. (cid:1) create a fund for modernization of courts to improve the operational efficiency of courts. (cid:1) set up a separate class of courts for cases involving specified commercial laws which fast track the litigation process. (cid:1) reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject. 12","Create a fund for modernization of courts to improve the operational efficiency of courts.","0","100"
"We will: (cid:1) accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies, opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary. (cid:1) initiate a mission mode project for filling the vacancies in the judiciary and for doubling the number of courts and judges in the subordinate judiciary. (cid:1) set up a National Judicial Commission for the appointment of judges in higher judiciary. (cid:1) create a fund for modernization of courts to improve the operational efficiency of courts. (cid:1) set up a separate class of courts for cases involving specified commercial laws which fast track the litigation process. (cid:1) reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject. 12","Set up a separate class of courts for cases involving specified commercial laws which fast track the litigation process. Extend fast track courts to all layers of the judiciary.","0","94"
"We will: (cid:1) accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies, opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary. (cid:1) initiate a mission mode project for filling the vacancies in the judiciary and for doubling the number of courts and judges in the subordinate judiciary. (cid:1) set up a National Judicial Commission for the appointment of judges in higher judiciary. (cid:1) create a fund for modernization of courts to improve the operational efficiency of courts. (cid:1) set up a separate class of courts for cases involving specified commercial laws which fast track the litigation process. (cid:1) reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject. 12","Reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject.","2","100"
"We will: (cid:1) undertake a comprehensive review of the legal system to simplify complex legislations - converge overlapping legislation, as well as remove contradictory and redundant laws. (cid:1) establish an institutional mechanism to periodically review and give suggestions for refining our laws. (cid:1) simplify legal procedure and language. (cid:1) make legal information open and freely accessible. (cid:1) run legal awareness programmes and introduce in school curriculum - making the common man aware of his rights and duties. Police Our police forces are entrusted with the crucial responsibility of maintaining law and public order,","Periodically review and refine/ scrap outdated laws. Undertake a comprehensive review of the legal system to simplify complex legislations – converge overlapping legislation, as well as remove contradictory and redundant laws. Establish an institutional mechanism to periodically review and give suggestions for refining our laws.","1","96"
"We will simultaneously reform the legal system to make it more accessible to the common man.","We will simultaneously reform the legal system to make it more accessible to the common man. Make legal information open and freely accessible. Run legal awareness programmes and introduce in school curriculum - making the common man aware of his rights and duties","2","100"
"which forms one of the central pillars of our democracy. We will work with the states to empower them with the authority, independence and resources necessary to deliver: (cid:1) Roll out a comprehensive strategy for bringing the Indian Police at par with international standards. (cid:1) Facilitate training and capacity building of Police forces. (cid:1) Modernize the police force, equipping them with the latest technology. (cid:1) Initiate the networking of police stations across the country for intelligence sharing and crime control. (cid:1) Strengthen Investigations, making them Swift, Transparent, Fair, Clear and Decisive - acting as an inescapable deterrent to wrong- doers and a protective shield to the innocent. 13","We will work with the states to empower Police with the authority, independence and resources. Facilitate training and capacity building of Police forces Modernize the police force, equipping them with the latest technology. Initiate the networking of police stations across the country for intelligence sharing and crime control. Develop specialized expertise in investigation; through continuous training, especially in evolving competencies. Strengthen Investigations, making them Swift, Transparent, Fair, Clear and Decisive - acting as an inescapable deterrent to wrong- doers and a protective shield to the innocent. Overhaul our intelligence set up, with special focus on coordination and integration of human and technological intel - comprehensively gearing it towards collecting real time, specific and actionable inputs.","2","85"
