"original_text","label","year","sector"
"Strictly implement Fiscal discipline, without compromising on funds availability for development work and asset creation","1","2014",""
"Allocate resources efficiently and effectively to re- energize the engines of growth.","1","2014",""
"Re-visit the policy framework for investments both foreign and domestic to make them more conducive.","1","2014",""
"Undertake Banking reforms to enhance ease and access, as well as accountability.","1","2014",""
"We will encourage Savings as an important driver of investment and growth.","2","2014",""
"Will take necessary steps to reduce NPAs in Banking sector.","2","2014",""
"Will set up a strong regulatory framework for the non- banking financial companies to protect the investors.","1","2014",""
"Provide a non adversarial and conducive tax environment.","1","2014",""
"Rationalize and simplify the tax regime.","1","2014",""
"Overhaul the dispute resolution mechanisms.","1","2014",""
"Bring on board all State governments in adopting GST, addressing all their concerns.","1","2014",""
"Provide tax incentives for investments in research and development, geared towards indigenization of technology and innovation.","1","2014",""
"The FIPBs (Foreign Investment Promotion Board) functioning shall be made more efficient and investor friendly.","2","2014",""
"Increase public investment in agriculture and rural development.","1","2014",""
"Take steps to enhance the profitability in agriculture, by ensuring a minimum of 50% profits over the cost of production, cheaper agriculture inputs and credit; introducing latest technologies for farming and high yielding seeds and linking MGNREGA to agriculture. Put in place welfare measures for farmers above 60 years in age, small and marginal farmers and farm labours.","2","2014",""
"Introduce and promote low water consuming irrigation techniques and optimum utilization of water resources.","1","2014",""
"Introduce soil assessment based crop planning and setting up mobile soil testing labs. Work with the states to set up seed culture labs in each district and regional agriculture innovation labs to conserve agro-biodiversity and to identify and preserve rare indigenous varieties.","1","2014",""
"Re-orient pest management and control programmes","1","2014",""
"Implement and incentivize the setting up of the food processing industry that has remained just a plain talk till now. This will lead to better income for farmers and create jobs. We aim to set up 'agro food processing clusters', with high value, export-quality and vacuum packed food processing facilities, etc.","2","2014",""
"Focus on the quality, productivity and trade of spices. Introduce rotation farming for herbal products, based on geographical mapping, to enhance the income of farmers. Set up the 'Organic Farming and Fertilizer Corporation of India', to promote organic farming and fertilizers, and provide incentives and support for marketing organic produce.","1","2014",""
"Implement a farm insurance scheme to take care of crop loss due to unforeseen natural calamities.","1","2014",""
"Strengthen and expand rural credit facilities.","1","2014",""
"Promote horticulture, floriculture, pisciculture, bee- keeping and poultry for generating jobs and income for rural India","2","2014",""
"Promote fish farming and aqua culture. Measures would be taken for the welfare of fisherman","2","2014",""
"Create Cluster based storage systems (e.g. Rice cluster, Wheat Cluster, Veg - Fruit cluster, Spices cluster)","2","2014",""
"Introduce the concept of consumer friendly farmers' market to reduce wastages and increase incomes and risk coverage.","1","2014",""
"Reform the APMC act.","1","2014",""
"Explore setting up of regional Kisan TV channels.","2","2014",""
"Give high priority to poverty alleviation in rural areas.","2","2014",""
"Genetically Modified (GM) foods will not be allowed without full scientific evaluation on its long-term effects on soil, production and biological impact on consumers.","1","2014",""
"Will adopt a 'National Land Use Policy', which will look at the scientific acquisition of non-cultivable land, and its development; Protect the interest of farmers and keep in mind the food production goals and economic goals of the country. Its implementation would be monitored by the National Land Use Authority, which will work with the State Land Use Authorities to regulate and facilitate land management.","1","2014",""
"We will ensure that a conducive, enabling environment is created making 'doing business' in India easy.","2","2014",""
"We will focus on cutting the red tape, simplifying the procedures and removing the bottlenecks.","2","2014",""
"We will ensure logistics infrastructure, including stable power.","2","2014",""
"Our attempt will be to move towards a single-window system of clearances both at the centre and also at the State level through a Hub-spoke model.","1","2014",""
"We will put in place a mechanism that will ensure that the Central and state governments work in close coordination and synergy while giving clearances to mega projects.","1","2014",""
"Decision-making on environment clearances will be made transparent as well as time-bound. Frame the environment laws in a manner that provides no scope for confusion and will lead to speedy clearance of proposals without delay.","2","2014",""
"We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.","2","2014",""
"We will set up a task force to review and revive our MSME sector (Micro and Small Medium scale Enterprises); enabling it with better access to formal credit and technology for modernization.","1","2014",""
"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.","2","2014",""
"Take steps for Interest rate rationalization and have a clear tax policy to remove uncertainty and create investor confidence.","1","2014",""
"Take all steps; like removing red-tapism involved in approvals, to make it easy to do business, invest in logistics infrastructure, ensure power supply and undertake labour reforms, besides other steps to create a conducive environment for investors.","2","2014",""
"Increase the public spending on R&D and Incentivize R&D investments by the industry to increase the competitiveness of the manufacturing sector.","1","2014",""
"Encourage Indian companies to go global and we will support Indian companies in this endeavor. We believe that Indian entrepreneurs have the capability to take on global markets.","1","2014",""
"Set up trade facilitation to ensure easier customs clearances and visas for business travel.","1","2014",""
"Initiate a Government - Industry Dialogue, a channel for regular interface with the industry.","1","2014",""
"To enhance the competitiveness of the SME sector leading to a larger contribution to our economic growth and employment generation.","1","2014",""
"We will move up the value chain of the sector driven by a focus on Quality. Market linkages - both national and international.","1","2014",""
"Access to credit and information and skills upgradation.","1","2014",""
"Schemes will be drawn for skills upgradation and enhancement of business opportunities for artisans like smiths, weavers, carpenters, hair-dressers, shoe-smiths, and potters.","2","2014",""
"Focus on Zero defect products.","1","2014",""
"Build world class Ports; connecting them with roads and rail to the hinterland so as to drive the maritime trade of the country. Air Cargo facilities will be enhanced throughout the country.","2","2014",""
"An Export Promotion Mission will be established integrating all stakeholders.","2","2014",""
"Current accounts deficit will be brought down aggressively by focusing on exports and reducing the dependency on imports. Value addition on our products will be the biggest task.","1","2014",""
"We shall work with the State governments to usher in the GST in an appropriate timeframe. For implementing the same, a robust IT network system will be put in place.","2","2014",""
"We will embark on the path of IPRs and Patents in a big way.","2","2014",""
"Take all necessary steps to protect the interest of retailers, small traders and small vendors and equip them with the latest techniques and methods to modernize them and make them competitive.","1","2014",""
"Commit to ensure that the retailers and SMEs don't have to spend time and money for seeking multiple licenses to start the business. There will a system in place to avoid harassment of small traders. Ensure easy availability of institutional credit.","1","2014",""
"Review obsolete and multiple laws to reduce and simplify them.","2","2014",""
"Remove ambiguity in rules to make way for prompt decisions without any scope for discretion.","1","2014",""
"Telecom revolution has touched length and breadth of the country but there is significant scope and necessity to improve the quality of voice and data to fully leverage the potential.","1","2014",""
"Initiate a mission mode project to create 50 tourist circuits that are affordable and built around themes like: a.) Archaeological and Heritage, b.) Cultural and Spiritual, c.) Himalayan, d.) Desert, e.) Coastal, f.) Medical (Ayurveda and Modern Medicine), etc.","2","2014",""
"Specialized course in tourism will be started for capacity development.","2","2014",""
"Safety and Security of tourists would be accorded due priority.","2","2014",""
"Issue identity cards to the unorganized sector labourers, and arrangements will be made to provide them good quality health and education services. Also, their skills will be upgraded through appropriate training programs.","1","2014",""
"Extend access to modern financial services to labour - including considering the option of setting up a dedicated Workers Bank.","1","2014",""
"Bring together all stakeholders to review our Labour laws which are outdated, complicated and even contradictory.","1","2014",""
"Strengthen the Pension and Health Insurance safety nets for all kinds of labourers.","2","2014",""
"Will roll out a massive Low cost Housing programme to ensure that by the time the nation 32 completes 75 years of its Independence, every family will have a pucca house of its own. Our proposed programme will further ensure that these houses are equipped with the basic facilities of toilet, piped water supply, electricity and proper Access. Prioritize all our resources towards this goal.","2","2014",""
"Leverage on land as a resource in urban areas and demand for unskilled labour in the rural areas.","2","2014",""
"Innovatively structure the programme to converge and dovetail various existing programmes, while adding the missing links.","1","2014",""
"Simultaneously encourage the overall housing sector, through appropriate policy interventions and credit availability and interest subvention schemes.","2","2014",""
"Work on the Freight Corridors and attendant Industrial Corridors will be expedited. This will result in the faster movement of people and goods.","2","2014",""
"Remote states like those in the Northeast and Jammu and Kashmir will be connected with the rest of India through world class highways and rail lines.","1","2014",""
"National Highway construction projects will be expedited, especially Border and Coastal highways.","1","2014",""
"Every village will be connected through all-weather roads.","2","2014",""
"We shall modernize existing and operational Airports, and build new ones especially connecting smaller towns and all tourism circuits. In addition, there is a potential for inland air transportation to various remote and local locations in the country. Such air strips will be developed so that low cost air travelling becomes possible within the country.","2","2014",""
".Public Private Partnership would be encouraged to tap into private sector resources as well as expertise. An institutional framework would be established for the same; while regulators would be given greater autonomy as well as accountability.","2","2014",""
"Set up Gas Grids to make gas available to households and industry.","2","2014",""
"Set up a National Optical-Fibre Network up to the village level; and Wi-Fi zones in public areas.","1","2014",""
"Harness our advanced satellite technology and expertise for development.","2","2014",""
"Create a public transport system, which can reduce the dependence on personal vehicles for transport, thereby, reducing cost, time to travel as well as ecological cost.","1","2014",""
"Launch an Integrated Public transport project which will include roadways, railways and waterways.","1","2014",""
"Develop waterways for passenger and cargo transport.","2","2014",""
"Develop National logistics network for faster movement of goods.","2","2014",""
"Hinterland will be connected to the ports through strategic new Rail networks.","2","2014",""
"Agri Rail network will be established - with Train Wagons designed to cater to the specific needs of perishable Agricultural products like milk and vegetables as well as light weight wagons for salt movement.","1","2014",""
"Tourist Rail - including Pilgrimage Rail.","1","2014",""
"Railways Modernization, inducting of state-of-the-art technology.","2","2014",""
"Special focus on developing skilled human resources to meet future demand.","1","2014",""
"Prioritize Safety and invest in long required overhaul of stressed infrastructure, strict norms and warning systems.","0","2014",""
"Modernize and equip all stations with requisite infrastructure and public utilities.","0","2014",""
"Convert all unmanned crossings into manned crossings in a phased manner.","2","2014",""
"Initiate R&D for indigenous railways, coach design and signals.","2","2014",""
"We will launch Diamond Quadrilateral project - of High Speed Train network.","2","2014",""
"Launch the 'Pradhan Mantri Gram SinchayeeYojana' with a motto of 'harkhetkopaani'. We will launch multi-pronged 'water strategy' for reducing farmer's dependence on monsoon. Increase irrigated land by completing the long pending irrigation projects on priority.","1","2014",""
"We will nurture ground water recharge harnessing rain water to reduce dependence on ground water. Encourage efficient use, water conservation, recycling and rain water harvesting. Examination of ground water to eliminate toxic chemicals, particularly arsenic and fluorides. To ensure drinking water security to all.","2","2014",""
"Sewage treatment plants to prevent the pollution of rivers.","2","2014",""
"Desalination plants for drinking water supply in coastal cities.","2","2014",""
"Inter-linking of rivers based on feasibility.","1","2014",""
"We will Encourage setting up of drinking water supply grid in water scarce areas. Facilitate piped water to all households.","2","2014",""
"Promote decentralized, demand-driven, community- managed water resource management, water supply and environmental sanitation.","1","2014",""
"Come out with a responsible and comprehensive 'National Energy Policy'.","1","2014",""
"Focus on development of energy infrastructure, human resource development and upgradation of technology.","1","2014",""
"Take steps to maximize the potential of oil, gas, hydel power, ocean, wind, coal and nuclear sources. BJP considers energy efficiency and conservation crucial to energy security.","1","2014",""
"Set up small-hydro power generation projects to harness the hydropower that is not being used at the moment. Small projects can be set up with local support and without displacement of the local population.","2","2014",""
"Take Steps to increase the domestic coal exploration and production, to bridge the demand and supply gap. Oil and gas explorations would also be expedited in the country. This will also help to reduce the import bill.","1","2014",""
"Give a thrust to renewable sources of energy as an important component of India's energy mix.","1","2014",""
"Expand and strengthen the national solar mission.","2","2014",""
"Ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using sci ence and technology. Mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool.","2","2014",""
"Encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance.","1","2014",""
"Encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. Promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations.","2","2014",""
"Devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career.","2","2014",""
"Provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain.","1","2014",""
"Build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. Create an ecosystem for multi-country and inter- disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors.","2","2014",""
"Achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals.","2","2014",""
"Promotion of innovation by creating a comprehensive national system of innovation.","2","2014",""
"Indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation","2","2014",""
"To promote science popularization schemes extensively. Bring the changes in secondary education to focus on application of science.","2","2014",""
"Set an institute of Big data and Analytics for studying the impact of big data across sectors","2","2014",""
"To do research for the eradication of tropical diseases.","1","2014",""
"Establish institutes of Technology for Rural Development.","1","2014",""
"Establish a Central University dedicated to Himalayan Technology.","2","2014",""
"Promote research and application of nuclear science in medicines, industry and agriculture.","1","2014",""
"Encourage Cleaner production.","2","2014",""
"Cleaner fuels will be promoted so as to bring down the pollution levels particularly in the cities.","1","2014",""
"The concept of pro-active 'Carbon Credit' will be promoted.","1","2014",""
"Ecological Audit of projects and pollution indexing of cities and townships will be done on scientific basis. Pollution control mechanisms will be set up on priority basis.","2","2014",""
"In addition to protecting the existing forests and wildlife reserves, the wastelands of the country will be used for social forestry.","1","2014",""
"Guidelines for Green buildings and energy efficient work places will be brought out.","2","2014",""
"R&D and Human Resource Development in Environment Technology will be promoted.","2","2014",""
"Set up fool proof mechanisms for protection and preservation of wild life.","1","2014",""
"Encourage citizen's participation in reforestation, agro- forestry and social forestry, through targeted programmes.","2","2014",""
"Encourage and incentivize innovative garbage disposal and waste management practices, especially recycling techniques.","1","2014",""
"Launch 'National Mission on Himalayas' as a unique programme of inter-governmental partnership, in coordinated policy making and capacity building across states and sectors","2","2014",""
"Create a Central University dedicated to the Himalayan Technology. Create a 'Himalayan Sustainability Fund'.","1","2014",""
"Give due Importance to the programmes devised to arrest the melting of Himalayan glaciers from which most of the rivers in North India originate.","2","2014",""
"We will set in place national policies on critical natural resources like coal, minerals, spectrum, etc. - spelling out in black and white how much should be utilized at what time and pace; how this should be strategically phased out to ensure sustainability; who should be allotted what responsibility of extraction and at what cost.","1","2014",""
"State Governments will be taken into confidence for harnessing of these resources.","1","2014",""
"We will implement auction of precious resources through efficient mechanisms including eauction.","2","2014",""
"Resource mapping, exploration and management will be undertaken through the use of technology. Value addition will be encouraged in all resources, instead of just marketing.","2","2014",""
"Revive the anti-terror mechanism that has been dismantled by the Congress, strengthen the role of NIA and put a system in place for swift and fair trial of terror related cases.","1","2014",""
"Reform the National Security Council to make it the hub of all sector-related assessments. It will be accountable for real-time intelligence dissemination. Digital and Cyber security will be a thrust area.","1","2014",""
"Insulate intelligence agencies from political intervention and interference.","1","2014",""
"Completely revamp the intelligence gathering system by modernizing the intelligence department.","1","2014",""
"Provide the State governments with all assistance to modernize their respective police forces and equip them with the latest technology. This will be taken up on a mission mode approach.","2","2014",""
"Strengthen and expand the Civil Defence and Home Guards mechanism to create a group of citizens for community defence, self-defence and disaster management.","1","2014",""
"Encourage and strengthen NCC training at the college and University level.","1","2014",""
"Chalk a national plan in consultation and participation of the state Governments, to address the challenges posed by the Maoist's insurgency. Talks with the insurgent groups will be conditional and within the framework of the constitution.","1","2014",""
"Take urgent steps for the safety of the migrant workers and communities from the Northeast and other states.","1","2014",""
"Address the issue of reforms with regards to defence equipment, support services, organizational reforms and other related matters Modernize armed forces, and increase the R&D in defence, with a goal of developing indigenous defence technologies and fast tracking of defence purchases.","2","2014",""
"Address the increasing shortage of commissioned and non- commissioned staff in the defence forces on a priority basis, in a time bound manner.","1","2014",""
"Implement one rank, one pension. Build a War Memorial to recognize and honour the gallantry of our soldiers.","1","2014",""
"Take measures to make Short Service Commission more attractive.","1","2014",""
"Set up the National Maritime Authority which will be equipped with the best of infrastructure, and will focus on coastal security.","1","2014",""
"Merged with 493","1","2014",""
"Deal with cross border terrorism with a firm hand.","2","2014",""
"Review and improve the border management. Punitive measures will be introduced to check illegal immigration.","1","2014",""
"Set up four dedicated defence universities to meet the shortage of manpower.","1","2014",""
"Appoint a Veterans Commission to address the grievances of veterans, including reforming ECHS and re-employment of ex-servicemen.","2","2014",""
"Ensure greater participation of Armed Forces in the decision-making process of the Ministry of Defence.","1","2014",""
"Implement measures to improve the efficiency of Armed Forces Tribunals, and minimize appeals by the Government.","1","2014",""
"Ensure that servicemen can register and vote from their place of posting.","1","2014",""
"Initiate the process of digitization of defence land in cantonment and in other places.","1","2014",""
"Will strengthen the Defence Research and Development Organization (DRDO); encourage private sector participation and investment, including FDI in selected defence industries.","2","2014",""
"Technology transfer in defence manufacturing will be encouraged to the maximum.","1","2014",""
"We will find solutions to the problems hampering the growth of the defence sector.","1","2014",""
"We will encourage domestic industry to have a larger share in design and production of military hardware and platforms for both domestic use and exports, in a competitive environment.","1","2014",""
"Study in detail India's nuclear doctrine, and revise and update it, to make it relevant to challenges of current times.","1","2014",""
"Maintain a credible minimum deterrent that is in tune with changing geostatic realities.","1","2014",""
"Invest in India's indigenous Thorium Technology Programme.","1","2014",""
"Equations will be mended through pragmatism and a doctrine of mutually beneficial and interlocking relationships, based on enlightened national interest.","1","2014",""
"We will champion uniform international opinion on issues like Terrorism and Global Warming.","2","2014",""
"Instead of being led by big power interests, we will engage proactively on our own with countries in the neighbourhood and beyond.","1","2014",""
"We will work towards strengthening Regional forums like SAARC and ASEAN.","1","2014",""
"We will continue our dialogue, engagement and cooperation, with global forums like BRICS, G20. IBSA, SCO and ASEM. States will be encouraged to play a greater role in diplomacy; actively building relations with foreign countries to harness their mutual cultural and commercial strengths.","2","2014",""
"We will expand and empower our pool of diplomats, ensuring our message is taken to the world and our great nation represented on the whole in a befitting manner.","2","2014",""
"The NRIs, PIOs and professionals settled abroad are a vast reservoir to articulate the national interests and affairs globally. This resource will be harnessed for strengthening Brand India","2","2014",""
"India shall remain a natural home for persecuted Hindus and they shall be welcome to seek refuge here.","1","2014",""
"To explore all possibilities within the framework of the constitution to facilitate the construction of the Ram Temple in Ayodhya.","1","2014",""
"To take decision on 'SethuSamudram Channel' project keeping in mind its cultural heritage and strategic importance due to its vast thorium deposits.","1","2014",""
"Commits to ensure the cleanliness, purity and uninterrupted flow of the Ganga on priority. In addition, a massive 'Clean Rivers Programme' will be launched across the country driven by people's participation.","2","2014",""
"Necessary legal framework will be created to protect and promote cow and its progeny. A National Cattle Development board will be set up to implement a Programme for the improvement of indigenous livestock breeds.","2","2014",""
"Heritage Sites: We will provide appropriate resources for the maintenance and restoration of all national heritage sites, and to prevent their vandalisation in any form. The digitization of archives and archeological and museological records would be initiated. A National Mission for beautifying and improving the infrastructure and amenities at pilgrimage centres of all faiths will be launched.","2","2014",""
"Languages: Indian Languages are repositories of our rich literature, history, culture, art and scientific achievements. Many of our dialects are important source for knowing our heritage. BJP would promote Indian languages, and put measures for the development of all Indian languages, so that they become a powerful vehicle for creating a knowledge society.","1","2014",""
"Article 44 of the constitution of India lists Uniform Civil Code as one of the Directive Principles of state policy. BJP believes that there cannot be gender equality till such time India adopts a Uniform Civil Code, which protects the rights of all women, and the BJP reiterates its stand to draft a Uniform Civil Code, drawing upon the best traditions and harmonizing them with the modern times.","1","2014",""
"Double the Farmers' Income (2016-2022)","0","2019","AGRICULTURE"
"Creation of 10,000 Farmer Producer Organizations","2","2019","AGRICULTURE"
"Launch a Pension Scheme for Small and Marginal Farmers","0","2019","AGRICULTURE"
"Complete Irrigation Projects under Pradhan Mantri Krishi Sinchayi Yojana","2","2019","AGRICULTURE"
"Provide Short-Term Agriculture Loans","0","2019","AGRICULTURE"
"Increase Cropped Area Under Irrigation","2","2019","AGRICULTURE"
"Work Towards Digitizing Land Records","1","2019","AGRICULTURE"
"Strive to Ensure All-Weather Connectivity for Every Village","2","2019","AGRICULTURE"
"Assist Fishermen via Matsya Sampada Yojana","2","2019","AGRICULTURE"
"Pradhan Mantri Kisan Samman Nidhi Yojana to ensure financial support to farmers owning land up to 2 hectares.","2","2019","AGRICULTURE"
"₹25 lakh crore investment in Agri-rural sector","1","2019","AGRICULTURE"
"Interest-free Kisan Credit Card loans","0","2019","AGRICULTURE"
"Oilseeds Mission","1","2019","AGRICULTURE"
"National Feed and Fodder Mission to eliminate the shoage of fodder","1","2019","AGRICULTURE"
"Ram Mandir","2","2019","CULTURAL HERITAGE"
"Namami Gange","2","2019","CULTURAL HERITAGE"
"Promoting Yoga Globally","2","2019","CULTURAL HERITAGE"
"Uniform Civil Code","1","2019","CULTURAL HERITAGE"
"Ease of Doing Business: Business Environment Rankings (BER) Progress.","2","2019","ECONOMY"
"Manufacturing","1","2019","ECONOMY"
"Doubling Total Exports","0","2019","ECONOMY"
"National Traders’ Welfare Board/ National Retail Trade Policy","1","2019","ECONOMY"
"Tax Cuts","1","2019","ECONOMY"
"Changes to the Companies Act","1","2019","ECONOMY"
"Seed Startup Fund","2","2019","ECONOMY"
"100 Lakh Crore investment","2","2019","ECONOMY"
"Faster Customs Clearance","0","2019","ECONOMY"
"Strengthening the Diplomatic Cadre and Outreach","1","2019","FOREIGN POLICY"
"Permanent membership of the United Nations Security Council","0","2019","FOREIGN POLICY"
"Ensure the availability of banking services within 5 kms of every individual","1","2019","GOOD GOVERNANCE"
"Achieve complete digitisation and modernisation of courts","1","2019","GOOD GOVERNANCE"
"Promote and increase digital transactions","1","2019","GOOD GOVERNANCE"
"Work towards substantially reducing the current levels of air pollution","0","2019","GOOD GOVERNANCE"
"Work towards completely eliminating crop residue burning to reduce air pollution","1","2019","GOOD GOVERNANCE"
"Establish 1.5 lakh health and wellness centres under Ayushman Bharat.","2","2019","HEALTH"
"Start setting up 75 new Medical Colleges/Post Graduate Medical Colleges.","1","2019","HEALTH"
"Enhance healthcare through digital means, including telemedicine.","2","2019","HEALTH"
"Child Care facilities.","1","2019","HEALTH"
"Drastic Reduction in the cases of TB.","1","2019","HEALTH"
"1:1400 Doctor-Population Ratio","1","2019","HEALTH"
"Poshan Abhiyaan.","2","2019","HEALTH"
"Complete Phase-1 of Bharatmala Project expeditiously","2","2019","INFRA"
"Develop National Highways Infrastructure","1","2019","INFRA"
"100% waste collection to achieve ODF+ and ODF++","2","2019","INFRA"
"Achieve 175 GW of renewable energy capacity","2","2019","INFRA"
"Strive to achieve 10% blending of ethanol in petrol","1","2019","INFRA"
"Connect every Gram Panchayat with high-speed optical fiber","2","2019","INFRA"
"Supply of piped cooking gas in major Tier 1 and 2 cities","1","2019","INFRA"
"Form a new Ministry of Water","1","2019","INFRA"
"Increase operational airports to 150","1","2019","INFRA"
"Increase port capacity to 2500 MTPA","2","2019","INFRA"
"Ensure conversion of all viable rail tracks to broad gauge by 2022.","1","2019","INFRA"
"Make all efforts to ensure electrification of all railway tracks by 2022, smart railways across India.","2","2019","INFRA"
"Work towards equipping all main railway stations with Wi-Fi facility.","1","2019","INFRA"
"Complete the Dedicated Freight Corridor (DFC) by 2022.","2","2019","INFRA"
"Ensure a pucca house to every family","1","2019","INFRA"
"Ensure LPG gas cylinder connection to all poor rural households","1","2019","INFRA"
"Ensure 100% electrification of all households","0","2019","INFRA"
"Ensure every citizen has access to a bank account","1","2019","INFRA"
"Ensure a toilet in every household","2","2019","INFRA"
"Ensure access to safe and potable drinking water for all households","2","2019","INFRA"
"14 more integrated check-posts by 2024.","1","2019","SECURITY"
"Smart Fencing of Borders","1","2019","SECURITY"
"Ensure comprehensive social security coverage for all unorganised labourers","2","2019","WOMEN AND INCLUSIVE DEVELOPMENT"
"Work towards increasing female workforce participation rate","1","2019","WOMEN AND INCLUSIVE DEVELOPMENT"
"Ensure justice for Muslim women by enacting the law against triple talaq","2","2019","WOMEN AND INCLUSIVE DEVELOPMENT"
"Expand the Pradhan Mantri Shram Yogi Maandhan scheme to cover all small shopkeepers","0","2019","WOMEN AND INCLUSIVE DEVELOPMENT"
"Strive to make all government buildings accessible","1","2019","WOMEN AND INCLUSIVE DEVELOPMENT"
"Ensure the completion of six Tribal Freedom Fighters Museums","2","2019","WOMEN AND INCLUSIVE DEVELOPMENT"
"Work towards completing the development of ‘Panchteeh’ circuit","2","2019","WOMEN AND INCLUSIVE DEVELOPMENT"
"We will expand the coverage of Pradhan Mantri Kisan Samman Nidhi Yojana to all the farmers in the country","1","2019","AGRICULTURE"
"We will launch a pension scheme for all small and marginal farmers in the country so as to ensure social security to them on reaching years of age","1","2019","AGRICULTURE"
"We are committed to making an investment of Rs.25 lakh crore to improve the productivity of the farm sector","1","2019","AGRICULTURE"
"We will provide short-term new agriculture loans up to Rs. lakh at a 0% interest rate for 1-5 years on the condition of prompt repayment of the principal amount","0","2019","AGRICULTURE"
"We will make enrollment of farmers under the Pradhan Mantri Fasal Bima Yojana voluntary","1","2019","AGRICULTURE"
"We will work towards reducing all agricultural imports and institute a predictable export and import policy with a built-in mechanism for encouraging exports and discouraging imports","1","2019","AGRICULTURE"
"We will ensure timely availability of improved seeds of promising varieties at affordable rates with doorstep testing facilities","1","2019","AGRICULTURE"
"We will launch a new mission to achieve self-sufficiency in oil seeds and other agriproducts.","1","2019","AGRICULTURE"
"We will build an efficient storage and transport mechanism for agriculture produce","1","2019","AGRICULTURE"
"We will establish a National Warehousing Grid along National Highways to ensure necessary logistical linkages for warehousing of agricultural produce","1","2019","AGRICULTURE"
"To enable the farmer to store the agri-produce near his village and sell at a remunerative price at an appropriate time, we will roll out a new “Village Storage Scheme” of agri-produce. We will provide farmers with loans at cheaper rates on the basis of storage receipt of the agri-produce","0","2019","AGRICULTURE"
"We will promote chemical-free organic farming in an additional lakh hectare of hilly, tribal and rainfed areas in the next years","1","2019","AGRICULTURE"
"We will launch a dedicated e-commerce portal to enhance the availability of organic produce to the doorsteps of consumers","1","2019","AGRICULTURE"
"Goshalas in the country will be linked to the promotion of organic farming","1","2019","AGRICULTURE"
"Promotion of organic eco-tourism in the vicinity of organic farming will also ensure additional income to the farmers","1","2019","AGRICULTURE"
"We will launch a National Bee-keeping and Honey Mission to ensure additional returns to the farmers. We will double the honey production from the present 115,000 MT by developing infrastructural facilities and providing marketing support","1","2019","AGRICULTURE"
"Work will soon be completed on Pradhan Mantri Krishi Sinchai Yojana projects in phases up to December","1","2019","AGRICULTURE"
"We will bring one crore hectares agricultural land under micro-irrigation, this would be supplemented with ‘fertigation’ to promote judicious use of fertilizers.","1","2019","AGRICULTURE"
"We recognize the role of cooperatives and Farmer Producer Organizations (FPOs) can play in ensuring better market linkages and opportunities in the agricultural sector and we are committed to support and strengthen them.","1","2019","AGRICULTURE"
"We will enable the creation of 10,000 new Farmer Producer Organisations (FPOs) by to ensure economies of scale for farmers regarding access to inputs and markets","1","2019","AGRICULTURE"
"To cater to the needs of big cities we will set up a mechanism of direct marketing of vegetables, fruits, dairy and fishery products through farmers’ cooperative organizations so as to ensure better price return to the farmers","1","2019","AGRICULTURE"
"We will create a mobile app-based system for promoting the availability of agri-implements on rental/custom hiring basis","1","2019","AGRICULTURE"
"We will extensively use technology to ensure a better knowledge of the market prices of various agri products for the benefit of farmers","1","2019","AGRICULTURE"
"We will enable development of young agri-scientists to take advantage of Artificial Intelligence, Machine Learning, Blockchain technology, Big Data analytics etc. for more predictive and profitable precision agriculture.","1","2019","AGRICULTURE"
"On the lines of Aadhaar project, we will digitize land records on a mission mode. We will implement second-generation land reforms to ensure title guarantee for the landholder and reduce land-related litigation","1","2019","AGRICULTURE"
"We will create a model law for conclusive titling (in consultation with states) promoting title guarantee and title insurance and work with","0","2019","AGRICULTURE"
"We have given utmost importance to the dairy sector and have established Kamdhenu Aayog for the conservation of indigenous species of cows. We will establish a network of mobile veterinary dispensaries to provide doorstep service to farmers.","1","2019","AGRICULTURE"
"We will roll out a model programme for periodic health checkup of all cattle and other domestic animals at the district level with the help of veterinary","1","2019","AGRICULTURE"
